ACC_YEAR,SGG_CD,SGG_NM,BJDONG_CD,BJDONG_NM,LAND_GBN,LAND_GBN_NM,BONBEON,BUBEON,BLDG_NM,DEAL_YMD,OBJ_AMT,BLDG_AREA,TOT_AREA,FLOOR,RIGHT_GBN,CNTL_YMD,BUILD_YEAR,HOUSE_TYPE,REQ_GBN,RDEALER_LAWDNM
2024,11530,구로구,10600,고척동,1,대지,0328,0000,양우,2024-03-16,43500,59.94,0.0,6.0,,20240316,2000,아파트,중개거래,서울 구로구
2024,11380,은평구,10500,구산동,1,대지,0211,0002,뉴아름빌(211-2),2024-03-15,25000,42.4,25.0,5.0,,20240315,2018,연립다세대,중개거래,서울 은평구
2024,11620,관악구,10100,봉천동,1,대지,1574,0001,생모리츠타운,2024-03-15,11700,22.24,30.66,7.0,,,2007,오피스텔,중개거래,서울 관악구
2024,11530,구로구,10200,구로동,1,대지,0415,0044,미라벨,2024-03-15,23000,29.39,18.0,2.0,,,2018,연립다세대,중개거래,서울 구로구
2024,11680,강남구,10300,개포동,1,대지,1224,0004,예가풍경채3차,2024-03-15,61000,37.43,22.0,3.0,,,2019,연립다세대,중개거래,서울 용산구
2024,11530,구로구,10700,개봉동,1,대지,0305,0005,시몬아트빌라1차(305-5),2024-03-15,29800,76.29,38.0,3.0,,,2001,연립다세대,직거래,
2024,11500,강서구,10200,등촌동,1,대지,0529,0016,대원파크빌라,2024-03-15,15000,59.64,26.0,1.0,,,1994,연립다세대,직거래,
2024,11320,도봉구,10600,방학동,1,대지,0271,0001,신동아아파트1,2024-03-15,26000,43.35,0.0,10.0,,,1986,아파트,중개거래,서울 도봉구
2024,11500,강서구,10300,화곡동,1,대지,1056,0027,경원아트빌B동,2024-03-15,19300,28.8,14.0,1.0,,,2001,연립다세대,직거래,
2024,11230,동대문구,10900,휘경동,1,대지,0377,0000,이문휘경지웰에스테이트,2024-03-15,18000,14.14,0.0,10.0,,,2021,아파트,중개거래,서울 동대문구
2024,11500,강서구,10200,등촌동,1,대지,0365,0095,에덴빌라,2024-03-15,9800,38.92,15.0,3.0,,,1991,연립다세대,직거래,
2024,11410,서대문구,11100,홍제동,1,대지,0285,0010,효명테라빌,2024-03-15,30000,77.92,45.0,1.0,,,2002,연립다세대,직거래,
2024,11305,강북구,10400,우이동,,,,,,2024-03-15,30000,173.23,100.0,0.0,,,1994,단독다가구,중개거래,서울 강북구
2024,11170,용산구,10100,후암동,1,대지,0409,0119,(409-119),2024-03-15,36800,55.34,25.0,3.0,,,1997,연립다세대,중개거래,서울 용산구
2024,11500,강서구,10300,화곡동,1,대지,0392,0031,혜성팰리스빌(392-31),2024-03-14,18500,18.4,11.0,6.0,,,2014,연립다세대,직거래,
2024,11650,서초구,10800,서초동,1,대지,1309,0001,서초동오피스텔,2024-03-14,23000,32.69,43.34,9.0,,,2004,오피스텔,중개거래,서울 서초구
2024,11470,양천구,10200,목동,1,대지,0902,0000,목동신시가지2,2024-03-14,156000,65.25,0.0,5.0,,,1986,아파트,중개거래,서울 양천구
2024,11215,광진구,10300,구의동,1,대지,0207,0004,오아시스빌,2024-03-14,24000,42.83,27.0,3.0,,,2003,연립다세대,직거래,
2024,11590,동작구,10800,대방동,1,대지,0013,0042,대명빌라나,2024-03-14,64800,40.59,28.0,2.0,,,1991,연립다세대,직거래,
2024,11215,광진구,10300,구의동,1,대지,0078,0005,현대아트빌라(78-5),2024-03-14,31300,64.2,31.0,1.0,,,1994,연립다세대,중개거래,서울 광진구
2024,11350,노원구,10300,공릉동,1,대지,0380,0001,대동아파트2,2024-03-14,61000,84.81,0.0,18.0,,,1999,아파트,중개거래,서울 노원구
2024,11710,송파구,11200,오금동,1,대지,0114,0017,현대빌라(나동),2024-03-14,18000,38.56,31.0,-1.0,,,1990,연립다세대,직거래,
2024,11500,강서구,10300,화곡동,1,대지,0372,0054,월정파크빌(372-54),2024-03-14,26000,49.93,24.0,4.0,,,2012,연립다세대,중개거래,서울 강서구
2024,11680,강남구,10600,대치동,1,대지,0890,0059,선릉역 롯데골드로즈2,2024-03-14,28500,34.32,47.95,14.0,,,2004,오피스텔,중개거래,서울 강남구
2024,11500,강서구,10300,화곡동,1,대지,0160,0017,네오파크빌(160-17),2024-03-14,29500,59.66,43.0,2.0,,,2008,연립다세대,중개거래,서울 강서구
2024,11470,양천구,10200,목동,1,대지,0961,0000,하이페리온2,2024-03-14,260000,191.09,0.0,32.0,,,2006,아파트,직거래,
2024,11230,동대문구,10900,휘경동,1,대지,0072,0006,청정팰리스,2024-03-14,40000,57.5,32.0,2.0,,,2015,연립다세대,중개거래,서울 동대문구
2024,11650,서초구,10800,서초동,1,대지,1328,0007,대우도씨에빛,2024-03-14,32100,41.64,56.04,7.0,,,2003,오피스텔,중개거래,서울 서초구
2024,11740,강동구,10700,암사동,1,대지,0488,0008,대명힐스빌,2024-03-14,21000,45.26,27.0,2.0,,,2007,연립다세대,중개거래,서울 강동구
2024,11500,강서구,10300,화곡동,1,대지,0056,0652,한성그린타운7동,2024-03-14,22900,60.82,27.0,4.0,,,2003,연립다세대,직거래,
2024,11560,영등포구,13200,신길동,1,대지,0010,0031,그랑시엘,2024-03-14,35500,24.93,17.0,2.0,,,2020,연립다세대,직거래,
2024,11740,강동구,10700,암사동,1,대지,0509,0000,선사현대아파트,2024-03-14,129500,114.42,0.0,10.0,,,2000,아파트,중개거래,서울 강동구
2024,11230,동대문구,11000,이문동,,,,,,2024-03-14,148000,252.06,139.0,0.0,,,1989,단독다가구,중개거래,서울 동대문구
2024,11680,강남구,10300,개포동,1,대지,0161,0000,우성파크빌라(161-0),2024-03-14,20000,34.8,13.0,-1.0,,,1993,연립다세대,직거래,
2024,11500,강서구,10500,마곡동,1,대지,0758,0001,마곡럭스나인오피스텔 엘동,2024-03-14,16200,21.87,32.94,6.0,,,2017,오피스텔,중개거래,서울 강서구
2024,11590,동작구,10800,대방동,1,대지,0410,0011,참존빌리지,2024-03-14,27000,25.81,14.0,3.0,,,2013,연립다세대,직거래,
2024,11410,서대문구,11600,창천동,1,대지,0020,0041,아남오피스텔,2024-03-14,18500,28.5,38.05,11.0,,,2004,오피스텔,중개거래,서울 서대문구
2024,11620,관악구,10300,남현동,1,대지,1138,0000,예성그랑펠리체,2024-03-14,75000,73.55,0.0,3.0,,,2007,아파트,중개거래,서울 관악구
2024,11290,성북구,13300,정릉동,1,대지,1021,0000,대우,2024-03-14,38000,43.11,0.0,12.0,,,2001,아파트,중개거래,서울 성북구
2024,11350,노원구,10200,월계동,1,대지,0922,0000,서광,2024-03-14,57000,59.96,0.0,12.0,,20240314,1994,아파트,중개거래,서울 노원구
2024,11305,강북구,10400,우이동,1,대지,0006,0006,일영하이츠빌라(6-6),2024-03-14,13000,43.58,19.0,1.0,,,1995,연립다세대,직거래,
2024,11710,송파구,11200,오금동,1,대지,0116,0015,가락빌리지,2024-03-14,30500,75.96,45.0,1.0,,,1990,연립다세대,중개거래,서울 송파구
2024,11410,서대문구,12000,남가좌동,1,대지,0073,0023,청마스마트빌,2024-03-14,41000,44.06,33.0,3.0,,,2016,연립다세대,중개거래,서울 서대문구
2024,11710,송파구,11200,오금동,1,대지,0036,0021,미성하이츠빌라,2024-03-13,31000,59.54,33.0,1.0,,,1991,연립다세대,중개거래,서울 송파구
2024,11680,강남구,10600,대치동,1,대지,1030,0000,대치르엘,2024-03-13,255000,77.98,0.0,7.0,,,2021,아파트,중개거래,서울 강남구
2024,11545,금천구,10200,독산동,1,대지,1093,0004,한신아파트,2024-03-13,41000,89.46,0.0,6.0,,,1991,아파트,직거래,
2024,11290,성북구,10300,돈암동,1,대지,0524,0000,일신건영휴먼빌아파트,2024-03-13,83000,117.16,0.0,1.0,,,2005,아파트,중개거래,서울 성북구
2024,11740,강동구,10800,성내동,1,대지,0447,0015,동보하이츠,2024-03-13,39000,68.54,32.0,3.0,,,2003,연립다세대,중개거래,서울 강동구
2024,11290,성북구,13900,석관동,1,대지,0404,0000,삼성,2024-03-13,54350,84.72,0.0,12.0,,20240314,1997,아파트,중개거래,서울 성북구
2024,11380,은평구,10500,구산동,1,대지,0363,0011,임창에버빌,2024-03-13,15200,35.67,23.0,2.0,,,2014,연립다세대,중개거래,서울 마포구
2024,11470,양천구,10300,신월동,1,대지,0046,0009,신원주택(46-9),2024-03-13,10000,36.76,29.0,3.0,,,1987,연립다세대,직거래,
2024,11470,양천구,10200,목동,1,대지,0526,0007,블르밍(526-7),2024-03-13,26300,29.85,20.0,3.0,,,2017,연립다세대,중개거래,서울 양천구
2024,11470,양천구,10300,신월동,1,대지,0479,0006,정우아트빌라,2024-03-13,16250,46.87,38.0,1.0,,,1991,연립다세대,직거래,
2024,11470,양천구,10300,신월동,1,대지,0470,0019,부강타운(마),2024-03-13,14700,45.93,31.0,1.0,,,1988,연립다세대,중개거래,서울 양천구
2024,11200,성동구,12200,용답동,1,대지,0232,0001,신창비바패밀리,2024-03-13,28000,65.01,89.63,8.0,,,2006,오피스텔,직거래,
2024,11590,동작구,10700,사당동,1,대지,1154,0000,사당휴먼시아,2024-03-13,85000,84.9,0.0,3.0,,,2009,아파트,중개거래,서울 동작구
2024,11620,관악구,10100,봉천동,1,대지,1717,0000,관악푸르지오,2024-03-13,75700,59.58,0.0,13.0,,,2004,아파트,중개거래,서울 관악구
2024,11260,중랑구,10600,신내동,1,대지,0797,0000,동성7,2024-03-13,46000,59.34,0.0,8.0,,,1999,아파트,중개거래,서울 중랑구
2024,11410,서대문구,11700,연희동,1,대지,0080,0007,파라다이스텔에스비,2024-03-13,9150,15.94,23.39,4.0,,,2003,오피스텔,중개거래,서울 서대문구
2024,11350,노원구,10200,월계동,1,대지,0922,0000,서광,2024-03-13,57000,59.96,0.0,12.0,,,1994,아파트,중개거래,서울 노원구
2024,11470,양천구,10300,신월동,1,대지,0331,0024,대성빌라(B동),2024-03-13,11900,36.72,31.0,3.0,,,1991,연립다세대,중개거래,서울 양천구
2024,11440,마포구,11100,신수동,1,대지,0089,0025,제이에스해슬리,2024-03-13,59000,26.38,16.0,3.0,,,2022,연립다세대,중개거래,서울 마포구
2024,11440,마포구,10800,대흥동,1,대지,0806,0000,마포그랑자이,2024-03-13,154000,84.98,0.0,2.0,,,2020,아파트,중개거래,서울 마포구
2024,11740,강동구,10100,명일동,1,대지,0046,0002,고덕역 효성해링턴 타워 더퍼스트,2024-03-13,19000,19.51,30.28,14.0,,,2020,오피스텔,중개거래,서울 강동구
2024,11590,동작구,10100,노량진동,1,대지,0324,0000,건영(103동-106동),2024-03-13,90500,84.94,0.0,4.0,,,1997,아파트,중개거래,서울 동작구
2024,11620,관악구,10100,봉천동,1,대지,0634,0065,수팰리스FT,2024-03-13,40000,50.32,41.0,3.0,,,2019,연립다세대,중개거래,서울 관악구
2024,11710,송파구,10400,송파동,1,대지,0136,0000,회림빌라,2024-03-13,20250,36.12,15.0,4.0,,,1993,연립다세대,직거래,
2024,11710,송파구,11200,오금동,1,대지,0036,0000,제일빌라,2024-03-13,30000,54.78,26.0,2.0,,,1996,연립다세대,중개거래,서울 송파구
2024,11545,금천구,10200,독산동,1,대지,0298,0010,엠코타운,2024-03-13,35000,43.06,23.0,5.0,,,2015,연립다세대,중개거래,서울 금천구
2024,11215,광진구,10300,구의동,1,대지,0611,0000,구의현대2단지,2024-03-13,135400,84.88,0.0,25.0,,,1996,아파트,중개거래,서울 광진구
2024,11350,노원구,10600,중계동,1,대지,0360,0002,청구3,2024-03-13,113000,84.77,0.0,12.0,,,1996,아파트,중개거래,서울 노원구
2024,11290,성북구,13300,정릉동,1,대지,0788,0007,아인에코빌,2024-03-13,24000,66.96,36.0,2.0,,,2008,연립다세대,중개거래,서울 도봉구
2024,11500,강서구,10300,화곡동,1,대지,0451,0008,아줄리움(451-8),2024-03-13,19300,27.31,15.0,5.0,,,2013,연립다세대,직거래,
2024,11410,서대문구,11100,홍제동,1,대지,0463,0000,문화촌현대,2024-03-13,74000,84.99,0.0,15.0,,,2002,아파트,중개거래,서울 서대문구
2024,11350,노원구,10600,중계동,1,대지,0502,0001,중계그린1단지,2024-03-13,38500,39.91,0.0,8.0,,,1990,아파트,직거래,
2024,11410,서대문구,11100,홍제동,1,대지,0274,0090,개나리주택,2024-03-13,17500,46.18,32.0,1.0,,,1974,연립다세대,중개거래,서울 서대문구
2024,11380,은평구,10800,역촌동,,,,,,2024-03-13,38000,55.5,121.0,0.0,,,1969,단독다가구,직거래,
2024,11230,동대문구,10600,장안동,1,대지,0416,0001,에스아이팰리스장안센텀,2024-03-13,32800,28.75,0.0,19.0,,,2020,아파트,직거래,
2024,11350,노원구,10600,중계동,1,대지,0369,0000,주공2,2024-03-13,33000,44.52,0.0,13.0,,,1992,아파트,중개거래,서울 노원구
2024,11230,동대문구,10600,장안동,1,대지,0416,0001,에스아이팰리스장안센텀,2024-03-13,28000,23.38,0.0,15.0,,,2020,아파트,직거래,
2024,11350,노원구,10600,중계동,1,대지,0502,0001,중계그린1단지,2024-03-13,38000,39.78,0.0,2.0,,,1990,아파트,중개거래,서울 노원구
2024,11260,중랑구,10500,망우동,1,대지,0427,0052,골든아트빌,2024-03-13,28000,39.82,22.0,2.0,,,2013,연립다세대,중개거래,서울 중랑구
2024,11470,양천구,10200,목동,1,대지,0324,0053,(324-53),2024-03-13,15500,19.93,25.09,1.0,,,2002,오피스텔,중개거래,서울 양천구
2024,11530,구로구,10700,개봉동,1,대지,0306,0003,신세기,2024-03-13,45500,103.98,0.0,3.0,,,2003,아파트,중개거래,서울 금천구
2024,11740,강동구,10600,둔촌동,1,대지,0630,0000,둔촌푸르지오,2024-03-13,102000,59.98,0.0,6.0,,,2010,아파트,중개거래,서울 강동구
2024,11740,강동구,10800,성내동,1,대지,0199,0017,강동아너스빌,2024-03-13,13000,29.25,35.95,11.0,,,2002,오피스텔,중개거래,서울 강동구
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,35850,30.1,22.0,3.0,,,2023,연립다세대,직거래,
2024,11545,금천구,10300,시흥동,1,대지,0827,0058,금강펠리스201동202동,2024-03-12,24500,29.98,21.0,4.0,,,2020,연립다세대,직거래,
2024,11230,동대문구,10500,답십리동,1,대지,0498,0005,메트로팰리스,2024-03-12,9650,20.22,28.93,14.0,,,2005,오피스텔,중개거래,서울 동대문구
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,35500,30.1,22.0,2.0,,,2023,연립다세대,직거래,
2024,11215,광진구,10700,화양동,1,대지,0527,0000,KCC파크타운,2024-03-12,18200,25.79,37.36,6.0,,,2005,오피스텔,중개거래,서울 광진구
2024,11680,강남구,10100,역삼동,1,대지,0735,0017,역삼 푸르지오 시티,2024-03-12,26800,23.9,23.9,13.0,,,2016,오피스텔,중개거래,서울 강남구
2024,11560,영등포구,13000,양평동6가,1,대지,0020,0002,"아트리버빌D동,E동",2024-03-12,22800,29.82,19.0,5.0,,,2015,연립다세대,직거래,
2024,11290,성북구,13200,보문동3가,1,대지,0002,0000,현대I-PARK,2024-03-12,73000,59.49,0.0,9.0,,,2003,아파트,중개거래,서울 성북구
2024,11305,강북구,10300,수유동,1,대지,0461,0013,화계맨숀,2024-03-12,15000,58.51,0.0,4.0,,,1975,아파트,직거래,
2024,11680,강남구,11200,자곡동,1,대지,0653,0000,빌리브 파비오 더 까사,2024-03-12,81000,58.7,83.89,10.0,,,2022,오피스텔,중개거래,서울 강남구
2024,11320,도봉구,10700,창동,1,대지,0347,0000,창동주공3단지(해등마을),2024-03-12,53000,49.94,0.0,14.0,,,1990,아파트,중개거래,서울 도봉구
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,35300,29.95,22.0,2.0,,,2023,연립다세대,직거래,
2024,11290,성북구,13300,정릉동,1,대지,0402,0120,영풍하이츠,2024-03-12,21700,46.35,27.0,2.0,,,2002,연립다세대,직거래,
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,35700,29.95,22.0,4.0,,,2023,연립다세대,직거래,
2024,11650,서초구,10800,서초동,1,대지,1328,0007,대우도씨에빛,2024-03-12,34000,46.19,62.16,5.0,,,2003,오피스텔,중개거래,서울 서초구
2024,11470,양천구,10200,목동,1,대지,0404,0013,목동센트럴푸르지오,2024-03-12,170000,84.98,0.0,17.0,,,2015,아파트,중개거래,서울 양천구
2024,11110,종로구,18400,부암동,1,대지,0129,0021,부암빌라(가동),2024-03-12,16300,34.35,50.0,1.0,,,1988,연립다세대,중개거래,서울 종로구
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,35700,29.95,22.0,3.0,,,2023,연립다세대,직거래,
2024,11290,성북구,13300,정릉동,1,대지,0305,0005,장미원빌라B,2024-03-12,10000,37.26,22.0,-1.0,,,1995,연립다세대,중개거래,서울 성북구
2024,11305,강북구,10200,번동,1,대지,0148,0252,대림주택5차,2024-03-12,14000,36.16,20.0,-1.0,,,1993,연립다세대,중개거래,서울 강북구
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,34300,29.34,21.0,6.0,,,2023,연립다세대,직거래,
2024,11740,강동구,10800,성내동,1,대지,0458,0001,한강파크빌,2024-03-12,38900,38.25,26.0,4.0,,,2018,연립다세대,중개거래,서울 강동구
2024,11560,영등포구,13000,양평동6가,1,대지,0007,0001,더하우스Ⅱ,2024-03-12,10500,14.79,8.0,3.0,,,2011,연립다세대,중개거래,서울 영등포구
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,34300,28.77,21.0,5.0,,,2023,연립다세대,직거래,
2024,11620,관악구,10200,신림동,1,대지,1624,0018,광우빌라,2024-03-12,25800,44.97,36.0,1.0,,,1991,연립다세대,중개거래,서울 관악구
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,34050,28.59,21.0,5.0,,,2023,연립다세대,직거래,
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,28750,24.05,17.0,6.0,,,2023,연립다세대,직거래,
2024,11305,강북구,10300,수유동,1,대지,0252,0046,우성빌라(252-46),2024-03-12,12900,31.14,17.0,4.0,,,1994,연립다세대,중개거래,서울 중랑구
2024,11380,은평구,10100,수색동,1,대지,0415,0001,e편한세상 수색 에코포레,2024-03-12,59000,59.9,0.0,9.0,,,2003,아파트,중개거래,서울 은평구
2024,11470,양천구,10300,신월동,1,대지,1081,0000,에코빌리지,2024-03-12,25800,28.57,18.0,2.0,,,2022,연립다세대,중개거래,서울 양천구
2024,11350,노원구,10300,공릉동,1,대지,0749,0000,공릉2신도브래뉴아파트,2024-03-12,60000,72.73,0.0,17.0,,,2002,아파트,중개거래,서울 노원구
2024,11350,노원구,10300,공릉동,1,대지,0749,0000,공릉2신도브래뉴아파트,2024-03-12,60000,72.73,0.0,17.0,,,2002,아파트,중개거래,서울 노원구
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,28550,23.62,17.0,3.0,,,2023,연립다세대,직거래,
2024,11230,동대문구,10200,용두동,,,,,,2024-03-12,46000,30.72,38.0,0.0,,,1985,단독다가구,중개거래,서울 동대문구
2024,11305,강북구,10100,미아동,1,대지,0301,0045,에이스홈타운,2024-03-12,21000,38.88,23.0,5.0,,,2016,연립다세대,중개거래,서울 강북구
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,28550,23.62,17.0,4.0,,,2023,연립다세대,직거래,
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,28550,23.62,17.0,5.0,,,2023,연립다세대,직거래,
2024,11500,강서구,10300,화곡동,1,대지,1130,0011,럭키빌라에이동,2024-03-12,20000,62.1,69.0,1.0,,,1983,연립다세대,직거래,
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,28300,23.62,17.0,2.0,,,2023,연립다세대,직거래,
2024,11350,노원구,10300,공릉동,1,대지,0380,0001,대동아파트2,2024-03-12,59900,84.81,0.0,3.0,,,1999,아파트,중개거래,서울 노원구
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,28100,23.22,17.0,3.0,,,2023,연립다세대,직거래,
2024,11305,강북구,10300,수유동,1,대지,0446,0001,대창그린빌,2024-03-12,25200,76.24,38.0,5.0,,,2009,연립다세대,직거래,
2024,11260,중랑구,10300,중화동,1,대지,0274,0049,센트럴파크(274-49),2024-03-12,32000,44.13,28.0,2.0,,,2014,연립다세대,중개거래,서울 중랑구
2024,11440,마포구,12300,망원동,1,대지,0439,0010,로얄센터빌,2024-03-12,42000,55.45,33.0,2.0,,,2016,연립다세대,중개거래,서울 마포구
2024,11740,강동구,11000,강일동,1,대지,0114,0000,강동리버스트4단지,2024-03-12,60000,59.99,0.0,12.0,,,2020,아파트,직거래,
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,27800,23.22,17.0,2.0,,,2023,연립다세대,직거래,
2024,11560,영등포구,10900,영등포동8가,1,대지,0091,0000,당산푸르지오,2024-03-12,149000,133.34,0.0,3.0,,,2004,아파트,중개거래,서울 영등포구
2024,11440,마포구,12700,상암동,1,대지,1734,0000,상암 한화 오벨리스크,2024-03-12,10500,19.93,25.83,2.0,,,2013,오피스텔,중개거래,서울 마포구
2024,11305,강북구,10100,미아동,1,대지,0783,0002,두산그린빌라,2024-03-12,25000,59.04,30.0,2.0,,,1995,연립다세대,중개거래,서울 강북구
2024,11380,은평구,10700,응암동,1,대지,0111,0048,프라임팰리스,2024-03-12,44500,71.16,0.0,3.0,,,2003,아파트,중개거래,서울 은평구
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,28100,23.22,17.0,4.0,,,2023,연립다세대,직거래,
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,28100,23.21,17.0,5.0,,,2023,연립다세대,직거래,
2024,11530,구로구,10200,구로동,1,대지,0740,0007,(740-7),2024-03-12,15000,35.1,0.0,5.0,,,1996,아파트,중개거래,서울 구로구
2024,11740,강동구,10200,고덕동,3,블럭,0001,0000,고덕강일 제일풍경채,2024-03-12,89200,84.1,0.0,11.0,분양권,,0,아파트,직거래,
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,27800,22.93,17.0,6.0,,,2023,연립다세대,직거래,
2024,11305,강북구,10100,미아동,,,,,,2024-03-12,50000,151.36,99.0,0.0,,,1989,단독다가구,중개거래,서울 강북구
2024,11215,광진구,10500,자양동,1,대지,0646,0012,마이빌6-BEST,2024-03-12,40000,41.76,23.0,4.0,,,2003,연립다세대,중개거래,서울 광진구
2024,11620,관악구,10200,신림동,1,대지,0652,0134,(652-134),2024-03-12,19000,43.77,44.0,2.0,,,1981,연립다세대,중개거래,서울 영등포구
2024,11305,강북구,10200,번동,,,,,,2024-03-12,60000,177.8,119.0,0.0,,,1994,단독다가구,직거래,
2024,11380,은평구,10300,불광동,1,대지,0105,0029,우정빌라(105-29),2024-03-12,26500,81.9,43.0,4.0,,,2006,연립다세대,중개거래,서울 은평구
2024,11740,강동구,10300,상일동,1,대지,0274,0005,상일프라임,2024-03-12,35850,30.1,22.0,4.0,,,2023,연립다세대,직거래,
2024,11320,도봉구,10800,도봉동,1,대지,0595,0000,럭키,2024-03-12,35000,84.86,0.0,3.0,,,1992,아파트,직거래,
2024,11440,마포구,11200,현석동,1,대지,0222,0000,강변힐스테이트,2024-03-11,125000,84.85,0.0,9.0,,,2004,아파트,중개거래,서울 마포구
2024,11470,양천구,10200,목동,1,대지,0722,0005,세종그랑시아,2024-03-11,100000,111.1,0.0,14.0,,,2003,아파트,중개거래,서울 양천구
2024,11410,서대문구,11700,연희동,1,대지,0067,0003,(67-3),2024-03-11,71000,96.6,59.0,4.0,,,2012,연립다세대,중개거래,서울 서대문구
2024,11380,은평구,11400,진관동,1,대지,0150,0000,은평뉴타운기자촌11단지,2024-03-11,77700,84.78,0.0,10.0,,,2015,아파트,중개거래,서울 은평구
2024,11350,노원구,10500,상계동,1,대지,0434,0071,미래하이츠,2024-03-11,43200,57.51,34.0,3.0,,,2023,연립다세대,직거래,
2024,11740,강동구,10500,길동,1,대지,0347,0006,그린파크빌,2024-03-11,33500,50.53,30.0,3.0,,,2010,연립다세대,직거래,
2024,11140,중구,16200,신당동,1,대지,0415,0006,훼미리타운(415-6),2024-03-11,39000,64.48,33.0,5.0,,,2009,연립다세대,직거래,
2024,11500,강서구,10900,방화동,1,대지,0897,0000,마곡일성트루엘아파트,2024-03-11,78800,72.03,0.0,6.0,,,2013,아파트,중개거래,서울 강서구
2024,11680,강남구,10300,개포동,1,대지,1224,0004,예가풍경채3차,2024-03-11,61000,37.43,22.0,3.0,,20240315,2019,연립다세대,중개거래,서울 용산구
2024,11500,강서구,10300,화곡동,1,대지,0936,0005,(936-5),2024-03-11,26800,28.28,35.73,4.0,,,2021,오피스텔,직거래,
2024,11410,서대문구,11600,창천동,1,대지,0004,0117,(4-117),2024-03-11,12000,53.88,27.0,3.0,,,1982,연립다세대,직거래,
2024,11350,노원구,10500,상계동,1,대지,0434,0071,미래하이츠,2024-03-11,42750,57.51,34.0,2.0,,,2023,연립다세대,직거래,
2024,11530,구로구,10800,오류동,1,대지,0343,0000,금강(343),2024-03-11,61000,84.98,0.0,1.0,,,2003,아파트,중개거래,경기 시흥시
2024,11320,도봉구,10800,도봉동,1,대지,0030,0001,한신,2024-03-11,50500,84.94,0.0,1.0,,,1995,아파트,중개거래,서울 도봉구
2024,11560,영등포구,11000,여의도동,1,대지,0061,0000,여의도금호리첸시아,2024-03-11,33000,33.9,42.99,3.0,,,2003,오피스텔,중개거래,서울 영등포구
2024,11440,마포구,10400,도화동,1,대지,0353,0000,현대홈타운,2024-03-11,73500,84.95,0.0,6.0,,,2000,아파트,직거래,
2024,11230,동대문구,10400,전농동,,,,,,2024-03-11,54000,32.43,50.0,0.0,,,1985,단독다가구,중개거래,서울 동대문구
2024,11500,강서구,10300,화곡동,1,대지,1084,0026,모닝빌,2024-03-11,12400,36.18,19.0,5.0,,,2002,연립다세대,직거래,
2024,11545,금천구,10300,시흥동,,,,,,2024-03-11,56000,218.16,148.0,0.0,,,1986,단독다가구,중개거래,서울 금천구
2024,11560,영등포구,12800,양평동4가,1,대지,0137,0000,르네상스빌B,2024-03-11,20700,29.99,15.0,2.0,,,2010,연립다세대,중개거래,서울 영등포구
2024,11215,광진구,10500,자양동,1,대지,0638,0012,대원빌11차,2024-03-11,39000,29.68,16.0,3.0,,,2015,연립다세대,중개거래,서울 광진구
2024,11305,강북구,10400,우이동,1,대지,0342,0000,대우,2024-03-11,50000,84.93,0.0,3.0,,,2000,아파트,중개거래,서울 관악구
2024,11650,서초구,10100,방배동,1,대지,0464,0003,둥지,2024-03-11,59000,59.99,36.0,1.0,,,2006,연립다세대,중개거래,서울 서초구
2024,11200,성동구,11400,성수동1가,1,대지,0072,0069,성수동 뉴타운오피스텔,2024-03-11,25000,26.86,34.98,10.0,,,2003,오피스텔,중개거래,서울 성동구
2024,11530,구로구,10700,개봉동,1,대지,0481,0000,현대,2024-03-11,84500,114.99,0.0,25.0,,,2001,아파트,중개거래,서울 구로구
2024,11590,동작구,10100,노량진동,,,,,,2024-03-11,141000,132.43,121.0,0.0,,,1970,단독다가구,중개거래,서울 동작구
2024,11620,관악구,10100,봉천동,1,대지,1718,0000,벽산블루밍,2024-03-11,65000,59.99,0.0,3.0,,,2005,아파트,중개거래,서울 관악구
2024,11260,중랑구,10100,면목동,1,대지,0371,0134,동서울연립,2024-03-11,21000,58.3,28.0,2.0,,,1984,연립다세대,직거래,
